#-----------+
#  TRI TAS  |
#-----------+
#
#+--------+-----------------------------+
#|        |           aleatoire           |
#| Taille | Opérations     Comparaisons |
#+ -------+--------------+--------------+
       1              0               0  
       2              0               1  
       3              0               3  
       4              0               6  
       5              0              12  
       6              0              14  
       7              0              21  
       8              0              27  
       9              0              35  
      10              0              39  
      11              0              42  
      12              0              56  
      13              0              61  
      14              0              64  
      15              0              73  
      16              0              80  
      17              0              87  
      18              0             101  
      19              0             100  
      20              0             117  
      21              0             127  
      22              0             139  
      23              0             138  
      24              0             150  
      25              0             159  
      26              0             171  
      27              0             182  
      28              0             188  
      29              0             194  
      30              0             201  
      31              0             205  
      32              0             229  
      33              0             233  
      34              0             247  
      35              0             256  
      36              0             261  
      37              0             275  
      38              0             285  
      39              0             296  
      40              0             301  
      41              0             318  
      42              0             325  
      43              0             331  
      44              0             347  
      45              0             363  
      46              0             376  
      47              0             383  
      48              0             391  
      49              0             407  
      50              0             407  
      51              0             421  
      52              0             425  
      53              0             448  
      54              0             451  
      55              0             476  
      56              0             489  
      57              0             492  
      58              0             505  
      59              0             504  
      60              0             524  
      61              0             529  
      62              0             545  
      63              0             541  
      64              0             569  
      65              0             582  
      66              0             587  
      67              0             619  
      68              0             631  
      69              0             622  
      70              0             642  
      71              0             659  
      72              0             669  
      73              0             683  
      74              0             702  
      75              0             707  
      76              0             714  
      77              0             737  
      78              0             741  
      79              0             760  
      80              0             752  
      81              0             774  
      82              0             802  
      83              0             810  
      84              0             821  
      85              0             833  
      86              0             853  
      87              0             849  
      88              0             855  
      89              0             879  
      90              0             900  
      91              0             911  
      92              0             928  
      93              0             935  
      94              0             961  
      95              0             980  
      96              0             985  
      97              0             990  
      98              0             970  
      99              0            1025  
     100              0            1032  
     101              0            1049  
     102              0            1051  
     103              0            1073  
     104              0            1078  
     105              0            1084  
     106              0            1100  
     107              0            1132  
     108              0            1133  
     109              0            1121  
     110              0            1175  
     111              0            1171  
     112              0            1197  
     113              0            1207  
     114              0            1214  
     115              0            1232  
     116              0            1238  
     117              0            1262  
     118              0            1270  
     119              0            1281  
     120              0            1286  
     121              0            1281  
     122              0            1316  
     123              0            1328  
     124              0            1339  
     125              0            1351  
     126              0            1374  
     127              0            1372  
     128              0            1404  
     129              0            1416  
     130              0            1429  
     131              0            1434  
     132              0            1459  
     133              0            1480  
     134              0            1489  
     135              0            1503  
     136              0            1525  
     137              0            1519  
     138              0            1561  
     139              0            1546  
     140              0            1574  
     141              0            1590  
     142              0            1606  
     143              0            1622  
     144              0            1629  
     145              0            1643  
     146              0            1655  
     147              0            1656  
     148              0            1680  
     149              0            1682  
     150              0            1728  
     151              0            1720  
     152              0            1739  
     153              0            1748  
     154              0            1757  
     155              0            1797  
     156              0            1794  
     157              0            1813  
     158              0            1819  
     159              0            1849  
     160              0            1868  
     161              0            1853  
     162              0            1899  
     163              0            1910  
     164              0            1923  
     165              0            1946  
     166              0            1966  
     167              0            1968  
     168              0            1992  
     169              0            1998  
     170              0            2005  
     171              0            2016  
     172              0            2044  
     173              0            2049  
     174              0            2075  
     175              0            2103  
     176              0            2090  
     177              0            2110  
     178              0            2146  
     179              0            2150  
     180              0            2152  
     181              0            2195  
     182              0            2185  
     183              0            2192  
     184              0            2211  
     185              0            2234  
     186              0            2244  
     187              0            2263  
     188              0            2264  
     189              0            2279  
     190              0            2321  
     191              0            2319  
     192              0            2331  
     193              0            2352  
     194              0            2368  
     195              0            2378  
     196              0            2414  
     197              0            2424  
     198              0            2432  
     199              0            2446  
     200              0            2439  
     201              0            2448  
     202              0            2478  
     203              0            2517  
     204              0            2529  
     205              0            2509  
     206              0            2539  
     207              0            2564  
     208              0            2577  
     209              0            2613  
     210              0            2575  
     211              0            2613  
     212              0            2631  
     213              0            2662  
     214              0            2655  
     215              0            2684  
     216              0            2692  
     217              0            2719  
     218              0            2715  
     219              0            2746  
     220              0            2763  
     221              0            2800  
     222              0            2792  
     223              0            2801  
     224              0            2828  
     225              0            2849  
     226              0            2861  
     227              0            2849  
     228              0            2892  
     229              0            2881  
     230              0            2914  
     231              0            2920  
     232              0            2951  
     233              0            2957  
     234              0            2967  
     235              0            2988  
     236              0            2989  
     237              0            3017  
     238              0            3038  
     239              0            3037  
     240              0            3047  
     241              0            3077  
     242              0            3101  
     243              0            3110  
     244              0            3126  
     245              0            3148  
     246              0            3136  
     247              0            3165  
     248              0            3146  
     249              0            3201  
     250              0            3214  
     251              0            3221  
     252              0            3244  
     253              0            3273  
     254              0            3263  
     255              0            3274  
     256              0            3312  
     257              0            3314  
     258              0            3335  
     259              0            3380  
     260              0            3354  
     261              0            3397  
     262              0            3412  
     263              0            3408  
     264              0            3435  
     265              0            3477  
     266              0            3481  
     267              0            3494  
     268              0            3505  
     269              0            3535  
     270              0            3554  
     271              0            3544  
     272              0            3551  
     273              0            3564  
     274              0            3589  
     275              0            3638  
     276              0            3645  
     277              0            3645  
     278              0            3655  
     279              0            3683  
     280              0            3700  
     281              0            3706  
     282              0            3711  
     283              0            3752  
     284              0            3810  
     285              0            3777  
     286              0            3809  
     287              0            3801  
     288              0            3851  
     289              0            3857  
     290              0            3844  
     291              0            3866  
     292              0            3897  
     293              0            3913  
     294              0            3893  
     295              0            3945  
     296              0            3962  
     297              0            3974  
     298              0            4018  
     299              0            4012  
     300              0            4026  
     301              0            4029  
     302              0            4063  
     303              0            4046  
     304              0            4087  
     305              0            4125  
     306              0            4101  
     307              0            4149  
     308              0            4153  
     309              0            4170  
     310              0            4181  
     311              0            4196  
     312              0            4194  
     313              0            4231  
     314              0            4263  
     315              0            4294  
     316              0            4296  
     317              0            4319  
     318              0            4325  
     319              0            4348  
     320              0            4350  
     321              0            4370  
     322              0            4400  
     323              0            4362  
     324              0            4437  
     325              0            4439  
     326              0            4455  
     327              0            4489  
     328              0            4507  
     329              0            4509  
     330              0            4523  
     331              0            4539  
     332              0            4546  
     333              0            4581  
     334              0            4601  
     335              0            4581  
     336              0            4619  
     337              0            4635  
     338              0            4646  
     339              0            4666  
     340              0            4664  
     341              0            4728  
     342              0            4724  
     343              0            4758  
     344              0            4737  
     345              0            4766  
     346              0            4772  
     347              0            4809  
     348              0            4830  
     349              0            4813  
     350              0            4856  
     351              0            4880  
     352              0            4908  
     353              0            4906  
     354              0            4944  
     355              0            4957  
     356              0            4975  
     357              0            4978  
     358              0            5013  
     359              0            5013  
     360              0            5020  
     361              0            5066  
     362              0            5074  
     363              0            5081  
     364              0            5110  
     365              0            5116  
     366              0            5117  
     367              0            5155  
     368              0            5164  
     369              0            5150  
     370              0            5201  
     371              0            5219  
     372              0            5253  
     373              0            5247  
     374              0            5272  
     375              0            5283  
     376              0            5302  
     377              0            5291  
     378              0            5325  
     379              0            5332  
     380              0            5389  
     381              0            5359  
     382              0            5378  
     383              0            5402  
     384              0            5393  
     385              0            5464  
     386              0            5453  
     387              0            5460  
     388              0            5505  
     389              0            5557  
     390              0            5522  
     391              0            5568  
     392              0            5563  
     393              0            5598  
     394              0            5577  
     395              0            5625  
     396              0            5618  
     397              0            5617  
     398              0            5683  
     399              0            5719  
     400              0            5667  
     401              0            5721  
     402              0            5745  
     403              0            5727  
     404              0            5788  
     405              0            5775  
     406              0            5826  
     407              0            5842  
     408              0            5849  
     409              0            5810  
     410              0            5859  
     411              0            5888  
     412              0            5899  
     413              0            5904  
     414              0            5974  
     415              0            5935  
     416              0            6019  
     417              0            5983  
     418              0            6012  
     419              0            6038  
     420              0            6055  
     421              0            6079  
     422              0            6072  
     423              0            6145  
     424              0            6136  
     425              0            6108  
     426              0            6168  
     427              0            6174  
     428              0            6220  
     429              0            6166  
     430              0            6212  
     431              0            6233  
     432              0            6265  
     433              0            6280  
     434              0            6282  
     435              0            6279  
     436              0            6305  
     437              0            6334  
     438              0            6370  
     439              0            6403  
     440              0            6373  
     441              0            6435  
     442              0            6428  
     443              0            6428  
     444              0            6416  
     445              0            6442  
     446              0            6516  
     447              0            6513  
     448              0            6560  
     449              0            6562  
     450              0            6574  
     451              0            6557  
     452              0            6582  
     453              0            6578  
     454              0            6607  
     455              0            6678  
     456              0            6639  
     457              0            6672  
     458              0            6730  
     459              0            6719  
     460              0            6767  
     461              0            6729  
     462              0            6759  
     463              0            6778  
     464              0            6817  
     465              0            6826  
     466              0            6863  
     467              0            6863  
     468              0            6905  
     469              0            6886  
     470              0            6920  
     471              0            6937  
     472              0            6943  
     473              0            6953  
     474              0            6976  
     475              0            6987  
     476              0            7031  
     477              0            7039  
     478              0            7081  
     479              0            7057  
     480              0            7091  
     481              0            7098  
     482              0            7094  
     483              0            7110  
     484              0            7151  
     485              0            7174  
     486              0            7207  
     487              0            7195  
     488              0            7255  
     489              0            7196  
     490              0            7261  
     491              0            7269  
     492              0            7284  
     493              0            7327  
     494              0            7311  
     495              0            7358  
     496              0            7352  
     497              0            7311  
     498              0            7378  
     499              0            7388  
     500              0            7427  
     501              0            7465  
     502              0            7450  
     503              0            7451  
     504              0            7470  
     505              0            7519  
     506              0            7518  
     507              0            7558  
     508              0            7593  
     509              0            7572  
     510              0            7630  
     511              0            7614  
     512              0            7598  
#+ -------+--------------+--------------+--------------+--------------+--------------+--------------+
